Time ,Ext Temp,Humidity,Core Temp,Heart Rate,Breathing Rate,PSI
0:26:40,25.3,78,37.4,121,34,6
0:26:45,25.4,72,37.2,120,32,6.4
0:26:50,25.2,70,37.4,129,31,6.2
0:26:55,25.7,70,37.3,130,35,6.9
0:27:00,25.2,70,37.5,126,31,6.3
0:27:05,25.6,73,37.3,130,31,6.1
0:27:10,25.8,70,37.5,125,31,6.3
0:27:15,25.2,70,37.1,129,33,5.9
0:27:20,25.7,74,37,121,30,6
0:27:25,25.6,79,37,122,35,7
0:27:30,25,79,37.4,130,35,6.8
0:27:35,25,77,37,129,34,6.8
0:27:40,25.6,75,37.2,121,30,6.9
0:27:45,25.5,73,37,120,32,6.1
0:27:50,25.2,72,37.2,128,32,6.5
0:27:55,25.2,76,37.3,121,32,6
0:28:00,25.9,70,37,123,31,6.2
0:28:05,25.8,76,37.3,124,35,6.7
0:28:10,25.3,72,37.2,129,31,5.7
0:28:15,25.4,79,37.4,125,35,6.9
0:28:20,25.7,76,37,126,32,6.3
0:28:25,25.9,79,37,128,32,6.2
0:28:30,26,79,37.3,130,33,5.9
0:28:35,25.2,71,37.4,124,31,6.5
0:28:40,26,75,37.5,122,33,6.9
0:28:45,25.8,76,37.3,121,32,6.7
0:28:50,25.7,76,37.1,128,32,6.2
0:28:55,25.4,72,37.1,128,31,6.1
0:29:00,25.6,70,37.5,129,34,5.7
0:29:05,25.7,73,37.3,123,34,6.1
0:29:10,25,71,37.4,124,34,5.7
0:29:15,25,80,37.5,126,32,6.2
0:29:20,25.5,78,37.3,124,31,6.3
0:29:25,25.9,71,37.2,121,33,7
0:29:30,26,71,37.5,125,35,6.4
0:29:35,25,75,37.2,128,31,6.4
0:29:40,25.3,75,37.2,125,31,5.7
0:29:45,25.7,71,37.2,129,35,5.7
0:29:50,25.1,72,37.1,123,33,6.8
0:29:55,25.4,77,37.5,127,31,6.6
0:30:00,25,73,37.4,126,35,6.7
0:30:05,25.3,71,37.9,134,39,7.4
0:30:10,25.8,70,37.7,132,39,7.4
0:30:15,25.6,71,37.9,137,39,7.2
0:30:20,25.6,79,38,138,37,7.8
0:30:25,25.4,74,37.5,140,36,7.1
0:30:30,25.2,77,37.5,133,36,7.6
0:30:35,26,74,37.8,134,35,7.2
0:30:40,25.2,78,37.8,136,35,7.5
0:30:45,25.9,72,37.9,138,39,8
0:30:50,25.6,78,37.9,132,37,7.7
0:30:55,25,78,37.7,133,38,7.3
0:31:00,25.2,73,38,138,36,7.2
0:31:05,25.1,74,37.5,131,39,7.4
0:31:10,25.4,79,37.6,138,36,7.3
0:31:15,25.6,74,37.9,140,37,7.8
0:31:20,25.9,72,37.9,131,35,7.5
0:31:25,25.1,78,37.9,134,35,7.3
0:31:30,25.4,74,37.8,134,39,7.2
0:31:35,25.1,74,37.5,134,35,7.5
0:31:40,25.6,77,38,140,38,7.1
0:31:45,25,75,37.7,140,36,7.2
0:31:50,25.2,73,37.8,130,39,7.3
0:31:55,25.5,75,37.9,134,35,7.3
0:32:00,25.3,78,37.5,136,39,7.9
0:32:05,25.7,80,37.5,132,37,7.9
0:32:10,26,77,38,130,40,7.6
0:32:15,25.2,77,37.9,131,40,7.2
0:32:20,25,73,38,139,35,7.7
0:32:25,26,72,37.8,134,39,7.6
0:32:30,25,76,37.9,130,39,8
0:32:35,25.3,70,37.5,131,38,7.5
0:32:40,25.5,70,37.7,139,40,7
0:32:45,25.2,79,37.9,133,37,7.7
0:32:50,25.6,76,37.7,139,40,7.3
0:32:55,25,78,37.5,134,38,7.4
0:33:00,25.8,74,37.7,131,39,7.8
0:33:05,25.5,73,37.8,132,39,7.7
0:33:10,25.2,70,37.6,133,38,7.3
0:33:15,25.2,70,38,138,36,7
0:33:20,25.7,80,37.9,140,39,7.5
0:33:25,25.7,75,38,131,39,7.5
0:33:30,25.9,78,37.9,132,37,7.9
0:33:35,25.6,70,37.9,131,36,7.7
0:33:40,26,76,37.8,136,39,7.1
0:33:45,25.2,80,38,132,35,7.2
0:33:50,25.9,71,37.7,132,35,7
0:33:55,25.2,73,38,140,35,7
0:34:00,25.7,71,37.8,136,36,7.9
0:34:05,25,80,38,138,37,7.9
0:34:10,25.4,80,37.6,132,35,7
0:34:15,25.8,74,38,136,37,7.3
0:34:20,25.8,74,37.8,140,37,7.1
0:34:25,25.3,77,37.8,132,38,7.2
0:34:30,25,76,37.9,135,37,7.4
0:34:35,25.9,77,37.7,135,40,7.3
0:34:40,25,73,37.8,136,38,7.5
0:34:45,25,77,37.6,136,35,7.4
0:34:50,26,77,38,132,38,7.3
0:34:55,25.5,80,37.5,132,38,7.9
0:35:00,25.1,78,37.6,140,40,7.1
0:35:05,25.1,70,38.7,146,42,8.4
0:35:10,25.5,79,39,150,41,9.2
0:35:15,25.5,75,38.2,140,49,8.6
0:35:20,25.9,71,38.3,146,50,9.2
0:35:25,26,78,38.5,146,44,8.1
0:35:30,25.9,72,38.2,143,45,9.1
0:35:35,25.5,77,38.3,142,43,8.1
0:35:40,25.8,77,38.4,140,40,8.6
0:35:45,25.7,76,38.4,143,40,8.5
0:35:50,25.1,70,38.8,143,44,8.8
0:35:55,25.9,70,39.1,145,47,9.1
0:36:00,26,74,39,148,50,8.4
0:36:05,25.5,71,38.6,150,50,9.2
0:36:10,25.7,79,38.6,147,40,8.3
0:36:15,25.3,71,38.6,145,49,8.1
0:36:20,25.7,80,38.2,148,42,8.6
0:36:25,25.8,79,38.3,143,43,8.1
0:36:30,25.3,76,39.1,144,43,8.3
0:36:35,25.1,70,39.1,144,44,8.8
0:36:40,26,74,38,149,42,8.9
0:36:45,25.9,76,38.3,149,42,9.1
0:36:50,25.5,71,39,150,40,8.6
0:36:55,26,76,39,144,40,8.7
0:37:00,25.7,74,38.4,141,40,9.2
0:37:05,25.1,75,38.8,145,44,8.8
0:37:10,25.4,74,38.2,140,44,9.2
0:37:15,25.9,70,38.8,144,43,8
0:37:20,26,71,38.2,141,50,8.6
0:37:25,26,77,38.4,150,43,8.6
0:37:30,26,71,38.1,145,42,9.1
0:37:35,25.3,80,38.3,147,47,9.2
0:37:40,25.9,79,39.1,142,40,8.6
0:37:45,25.3,70,38.4,147,49,9.1
0:37:50,25.2,78,38.3,146,41,8.1
0:37:55,25.8,72,38.5,147,47,8.4
0:38:00,25.1,73,38.1,146,41,8.1
0:38:05,25.9,72,38.6,146,43,8.7
0:38:10,25.3,70,38,147,48,8
0:38:15,25.3,74,38.7,149,49,9.1
0:38:20,25.8,79,38.7,148,42,8.4
0:38:25,25.1,77,38.3,140,42,8.2
0:38:30,25,78,38.3,149,41,8.5
0:38:35,25.6,71,38.6,149,42,8.7
0:38:40,25.4,77,38.2,149,50,8.3
0:38:45,25,70,39.1,147,42,8
0:38:50,26,70,39.1,145,44,8.1
0:38:55,25.7,77,38.1,149,49,9.2
0:39:00,25,79,39.1,145,44,8.6
0:39:05,25.9,76,38.5,145,47,8.9
0:39:10,25.5,75,38.6,141,45,8.4
0:39:15,25.7,71,38.7,141,41,8.1
0:39:20,25.8,70,38.2,141,41,9.2
0:39:25,25.5,78,38.6,145,43,9
0:39:30,25.6,78,38.8,149,48,8.5
0:39:35,25.6,73,39.1,150,47,8.6
0:39:40,25.4,71,38.9,140,48,8.8
0:39:45,25.1,70,38.3,141,40,9
0:39:50,26,80,38.8,150,41,8.1
0:39:55,25,78,39.1,144,49,8
0:40:00,25.4,70,38.7,140,48,8.7
0:40:05,25.6,80,37.5,134,35,7.3
0:40:10,25.9,78,37.2,131,39,7.4
0:40:15,25.6,78,37.7,136,40,6.9
0:40:20,25.4,70,37.2,133,36,7.7
0:40:25,25.3,70,37.7,140,40,7
0:40:30,25.5,71,37.6,139,39,6.8
0:40:35,25.3,70,37.3,138,37,7.4
0:40:40,25.2,75,37.6,132,37,7.6
0:40:45,26,74,37.2,137,37,7.2
0:40:50,25,74,38,136,36,7.6
0:40:55,25.5,75,37.8,133,37,7.5
0:41:00,25,72,38,132,35,6.8
0:41:05,25.1,75,37.6,130,35,7.1
0:41:10,26,78,38,137,36,7.3
0:41:15,25.1,70,37.8,134,35,6.8
0:41:20,25.7,74,37.4,130,37,7.3
0:41:25,25.5,70,37.5,138,37,7.3
0:41:30,25.1,80,37.9,130,36,7.2
0:41:35,25.6,80,37.6,130,37,7.1
0:41:40,26,70,37.3,138,37,7.3
0:41:45,25,71,37.5,135,38,7.5
0:41:50,25.4,76,37.2,139,39,7.4
0:41:55,25.5,70,37.9,139,38,6.8
0:42:00,25.7,73,37.2,132,37,7.5
0:42:05,25.6,79,37.3,135,39,7.6
0:42:10,26,71,37.8,131,40,7.1
0:42:15,25.2,72,37.4,136,36,7.3
0:42:20,25.7,79,37.3,136,37,7.7
0:42:25,25.8,71,37.5,138,40,6.9
0:42:30,26,73,37.6,135,37,7.6
0:42:35,25,73,37.3,137,36,7.6
0:42:40,26,80,37.7,134,37,7
0:42:45,25.5,75,37.7,132,37,7.1
0:42:50,25.5,72,37.6,136,36,7.4
0:42:55,25.3,75,37.7,133,37,7.4
0:43:00,25.9,79,37.4,140,36,7.7
0:43:05,25.9,78,37.7,133,39,7.3
0:43:10,25,80,37.4,135,39,7.2
0:43:15,25.1,80,37.4,130,35,7.2
0:43:20,25.8,73,37.8,135,38,7.3
0:43:25,25.1,76,37.4,140,38,7.7
0:43:30,25.2,75,38,131,36,6.9
0:43:35,25,79,37.7,133,35,7.1
0:43:40,25.9,70,37.5,132,35,7.7
0:43:45,25.3,79,37.3,138,37,7.3
0:43:50,25.3,75,37.7,133,35,7.1
0:43:55,25.5,78,37.2,140,37,7.3
0:44:00,25.8,79,37.5,135,39,7.3
0:44:05,25.4,77,37.8,134,36,6.9
0:44:10,25.1,72,37.4,138,35,6.9
0:44:15,25.2,80,37.5,140,35,7.5
0:44:20,25.3,74,37.6,140,40,7.3
0:44:25,25.1,76,37.2,133,38,7.4
0:44:30,25.2,71,37.4,132,38,7.4
0:44:35,25,72,37.7,138,40,7.7
0:44:40,25.4,77,37.5,134,38,6.8
0:44:45,25,79,37.2,139,37,6.8
0:44:50,25.9,75,37.6,131,40,6.9
0:44:55,25.1,74,37.9,133,37,6.8
0:45:00,25.5,78,37.7,131,35,7
0:45:05,25.9,78,36.5,121,26,6.2
0:45:10,25.8,78,36.7,127,25,6.6
0:45:15,25.1,76,36.9,129,30,6.6
0:45:20,25.8,70,37,128,30,6
0:45:25,25.3,78,36.3,126,29,6.4
0:45:30,25.6,72,36.9,121,27,6.3
0:45:35,25.7,72,36.8,125,27,6.5
0:45:40,25.4,72,37.3,128,28,6.4
0:45:45,25.7,75,36.8,122,25,6.3
0:45:50,26,79,36.9,127,26,6.2
0:45:55,26,79,37.3,125,25,6.1
0:46:00,25.9,80,36.8,125,30,6
0:46:05,25.2,75,37.3,120,29,6.6
0:46:10,25.9,70,36.5,125,27,6
0:46:15,25,78,37.3,122,28,6.1
0:46:20,25,72,36.3,121,28,6.5
0:46:25,25.7,76,36.6,122,26,6.4
0:46:30,25.3,77,36.6,120,25,6.2
0:46:35,25,74,37.1,129,28,6.3
0:46:40,25.7,70,36.7,122,28,6.6
0:46:45,25.4,71,36.8,123,29,6.3
0:46:50,26,78,37.2,129,26,6.5
0:46:55,25.8,72,37.1,125,28,6
0:47:00,25.4,76,36.3,124,25,6.1
0:47:05,25.1,77,37,125,25,6.5
0:47:10,26,78,37,128,29,6.5
0:47:15,26,74,37.3,125,27,6.4
0:47:20,25.7,70,37,121,26,6.4
0:47:25,25.4,78,36.6,125,27,6.6
0:47:30,25.4,73,36.5,129,30,6.2
0:47:35,26,78,36.6,121,28,6.6
0:47:40,25.5,79,36.5,128,26,6.1
0:47:45,25.9,79,36.7,130,25,6
0:47:50,25.6,76,36.4,124,26,6.3
0:47:55,26,77,36.7,126,30,6.5
0:48:00,25.7,72,36.5,123,30,6
0:48:05,25.3,80,36.4,125,30,6.6
0:48:10,25.7,80,36.7,129,25,6.1
0:48:15,25.6,80,36.9,129,30,6
0:48:20,25.8,74,36.9,128,30,6.1
0:48:25,26,72,36.8,121,25,6.1
0:48:30,26,71,37.1,128,28,6.1
0:48:35,25.4,80,37.1,122,26,6.4
0:48:40,25.2,72,36.4,120,30,6.6
0:48:45,26,75,36.9,121,29,6.1
0:48:50,25.9,73,36.5,125,25,6.3
0:48:55,25.3,77,36.9,122,28,6.3
0:49:00,25.8,74,37,125,25,6.2
0:49:05,25.2,80,37.2,126,28,6
0:49:10,25.6,79,36.4,123,30,6
0:49:15,25.6,74,36.6,120,25,6.3
0:49:20,25,74,36.8,123,26,6.4
0:49:25,25.5,79,36.6,127,26,6.6
0:49:30,25.4,75,36.7,121,29,6.1
0:49:35,25.8,79,36.6,123,25,6.6
0:49:40,25,75,37.4,123,28,6.2
0:49:45,26,77,36.9,122,29,6.1
0:49:50,25.6,76,37.4,130,27,6.6
0:49:55,25.2,70,36.6,128,29,6.5
0:50:00,26,72,36.9,121,30,6.6
